chunk_index,document_name,content,chapter_title,section_title,subsection_title,subsubsection_title,header_path,source_markdown,source_document,source_type,source_pdf,embedding_model,vector_dimensions
540,Qui_dinh,"Qui_dinh > **Chương IV NHỮNG QUY ĐỊNH KHÁC ĐỐI VỚI SINH VIÊN** > Điều 38. Chuyển trường > 2. Đối với sinh viên đang theo học tại Trường xin chuyển tới các trường khác: > a) Sinh viên đang theo học tại Trường xin chuyển tới các trường khác sẽ được Hiệu trưởng xem xét chấp thuận nếu đáp ứng đầy đủ các điều kiện sau:
- Không đang là sinh viên năm nhất hoặc năm cuối;
- Không đang trong thời gian bị kỷ luật từ cảnh cáo trở lên;
- Được Hiệu trưởng trường xin chuyển đến đồng ý tiếp nhận;
- Đã hoàn thành tất cả các nghĩa vụ với Trường.",**Chương IV NHỮNG QUY ĐỊNH KHÁC ĐỐI VỚI SINH VIÊN**,Điều 38. Chuyển trường,2. Đối với sinh viên đang theo học tại Trường xin chuyển tới các trường khác:,a) Sinh viên đang theo học tại Trường xin chuyển tới các trường khác sẽ được Hiệu trưởng xem xét chấp thuận nếu đáp ứng đầy đủ các điều kiện sau:,Qui_dinh > **Chương IV NHỮNG QUY ĐỊNH KHÁC ĐỐI VỚI SINH VIÊN** > Điều 38. Chuyển trường > 2. Đối với sinh viên đang theo học tại Trường xin chuyển tới các trường khác: > a) Sinh viên đang theo học tại Trường xin chuyển tới các trường khác sẽ được Hiệu trưởng xem xét chấp thuận nếu đáp ứng đầy đủ các điều kiện sau:,data/processed/Qui_dinh.md,Qui_dinh,markdown,data/processed/Qui_dinh.md,sentence-transformers,1024
541,Qui_dinh,"Qui_dinh > **Chương IV NHỮNG QUY ĐỊNH KHÁC ĐỐI VỚI SINH VIÊN** > Điều 38. Chuyển trường > 2. Đối với sinh viên đang theo học tại Trường xin chuyển tới các trường khác: > b) Sinh viên có nguyện vọng làm đơn xin chuyển trường đính kèm giấy tờ chứng minh đã hoàn thành tất cả các nghĩa vụ với Trường gửi Hiệu trưởng thông qua Phòng Đào tạo.
---",**Chương IV NHỮNG QUY ĐỊNH KHÁC ĐỐI VỚI SINH VIÊN**,Điều 38. Chuyển trường,2. Đối với sinh viên đang theo học tại Trường xin chuyển tới các trường khác:,b) Sinh viên có nguyện vọng làm đơn xin chuyển trường đính kèm giấy tờ chứng minh đã hoàn thành tất cả các nghĩa vụ với Trường gửi Hiệu trưởng thông qua Phòng Đào tạo.,Qui_dinh > **Chương IV NHỮNG QUY ĐỊNH KHÁC ĐỐI VỚI SINH VIÊN** > Điều 38. Chuyển trường > 2. Đối với sinh viên đang theo học tại Trường xin chuyển tới các trường khác: > b) Sinh viên có nguyện vọng làm đơn xin chuyển trường đính kèm giấy tờ chứng minh đã hoàn thành tất cả các nghĩa vụ với Trường gửi Hiệu trưởng thông qua Phòng Đào tạo.,data/processed/Qui_dinh.md,Qui_dinh,markdown,data/processed/Qui_dinh.md,sentence-transformers,1024
542,Qui_dinh,"Qui_dinh > **Chương IV NHỮNG QUY ĐỊNH KHÁC ĐỐI VỚI SINH VIÊN** > Điều 39. Phân chuyên ngành đào tạo > 2. Trình tự thực hiện phân chuyên ngành đào tạo cho sinh viên như sau: > đ) Chậm nhất 02 tuần sau khi nhận được kết quả việc phân chuyên ngành cho sinh viên từ các Khoa/Viện, Phòng Công tác sinh viên chủ trì phối hợp với Phòng Đào tạo tham mưu cho Hiệu trưởng ra quyết định sắp xếp sinh viên vào các lớp chuyên ngành.
---",**Chương IV NHỮNG QUY ĐỊNH KHÁC ĐỐI VỚI SINH VIÊN**,Điều 39. Phân chuyên ngành đào tạo,2. Trình tự thực hiện phân chuyên ngành đào tạo cho sinh viên như sau:,"đ) Chậm nhất 02 tuần sau khi nhận được kết quả việc phân chuyên ngành cho sinh viên từ các Khoa/Viện, Phòng Công tác sinh viên chủ trì phối hợp với Phòng Đào tạo tham mưu cho Hiệu trưởng ra quyết định sắp xếp sinh viên vào các lớp chuyên ngành.","Qui_dinh > **Chương IV NHỮNG QUY ĐỊNH KHÁC ĐỐI VỚI SINH VIÊN** > Điều 39. Phân chuyên ngành đào tạo > 2. Trình tự thực hiện phân chuyên ngành đào tạo cho sinh viên như sau: > đ) Chậm nhất 02 tuần sau khi nhận được kết quả việc phân chuyên ngành cho sinh viên từ các Khoa/Viện, Phòng Công tác sinh viên chủ trì phối hợp với Phòng Đào tạo tham mưu cho Hiệu trưởng ra quyết định sắp xếp sinh viên vào các lớp chuyên ngành.",data/processed/Qui_dinh.md,Qui_dinh,markdown,data/processed/Qui_dinh.md,sentence-transformers,1024
543,Qui_dinh,"Qui_dinh > **Chương V TỔ CHỨC THỰC HIỆN** > Điều 40. Xử lý vi phạm đối với sinh viên > 3. Người học sử dụng hồ sơ, văn bằng, chứng chỉ giả làm điều kiện trúng tuyển hoặc điều kiện tốt nghiệp sẽ bị **buộc thôi học**; văn bằng tốt nghiệp nếu đã được cấp sẽ bị **thu hồi, hủy bỏ**.
---",**Chương V TỔ CHỨC THỰC HIỆN**,Điều 40. Xử lý vi phạm đối với sinh viên,"3. Người học sử dụng hồ sơ, văn bằng, chứng chỉ giả làm điều kiện trúng tuyển hoặc điều kiện tốt nghiệp sẽ bị **buộc thôi học**; văn bằng tốt nghiệp nếu đã được cấp sẽ bị **thu hồi, hủy bỏ**.",,"Qui_dinh > **Chương V TỔ CHỨC THỰC HIỆN** > Điều 40. Xử lý vi phạm đối với sinh viên > 3. Người học sử dụng hồ sơ, văn bằng, chứng chỉ giả làm điều kiện trúng tuyển hoặc điều kiện tốt nghiệp sẽ bị **buộc thôi học**; văn bằng tốt nghiệp nếu đã được cấp sẽ bị **thu hồi, hủy bỏ**.",data/processed/Qui_dinh.md,Qui_dinh,markdown,data/processed/Qui_dinh.md,sentence-transformers,1024
544,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > TRƯỜNG ĐH GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH
CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM",TRƯỜNG ĐH GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,,,,Logistics và quản lý chuỗi cung ứng > TRƯỜNG ĐH GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
545,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Tên chương trình đào tạo (tiếng Việt):
Logistics và Quản lý Chuỗi cung ứng",I. GIỚI THIỆU CHƯƠNG TRÌNH,Tên chương trình đào tạo (tiếng Việt):,,,Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Tên chương trình đào tạo (tiếng Việt):,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
546,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Tên chương trình đào tạo (tiếng Anh):
Logistics and Supply chain management",I. GIỚI THIỆU CHƯƠNG TRÌNH,Tên chương trình đào tạo (tiếng Anh):,,,Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Tên chương trình đào tạo (tiếng Anh):,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
547,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Trình độ đào tạo:
Đại học",I. GIỚI THIỆU CHƯƠNG TRÌNH,Trình độ đào tạo:,,,Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Trình độ đào tạo:,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
548,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Ngành đào tạo:
Khai thác vận tải",I. GIỚI THIỆU CHƯƠNG TRÌNH,Ngành đào tạo:,,,Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Ngành đào tạo:,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
549,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Mã ngành đào tạo:
784010103H",I. GIỚI THIỆU CHƯƠNG TRÌNH,Mã ngành đào tạo:,,,Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Mã ngành đào tạo:,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
550,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Khối ngành:
Dịch vụ vận tải",I. GIỚI THIỆU CHƯƠNG TRÌNH,Khối ngành:,,,Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Khối ngành:,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
551,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Loại hình đào tạo:
Chính quy; chương trình chất lượng cao",I. GIỚI THIỆU CHƯƠNG TRÌNH,Loại hình đào tạo:,,,Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Loại hình đào tạo:,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
552,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Căn cứ xây dựng, điều chỉnh chương trình đào tạo:
- Căn cứ Nghị quyết số 14/QĐ - HĐT ĐHGTVT ngày 18/01/2021 của Chủ tịch Hội đồng Trường Đại học Giao thông Vận tải TP. Hồ Chí Minh về việc ban hành quy chế tổ chức và hoạt động của Trường.
- Căn cứ Quyết định số 609/QĐ - ĐHGTVT ngày 13/11/2017 của Trường Đại học Giao thông Vận tải TP. Hồ Chí Minh về việc thành lập Viện Đào tạo chất lượng cao.
- Căn cứ Thông tư số 23/2014/TT - BGDĐT ngày 18/07/2018 về “Ban hành quy định về đào tạo chất lượng cao trình độ đại học” của Bộ trưởng Bộ Giáo dục và đào tạo.
- Căn cứ Nghị định số 99/2019/NĐ - CP ngày 30/12/2019 của Chính phủ Quy định chi tiết và hướng dẫn thi hành một số điều của luật sửa đổi, bổ sung một số điều của Luật giáo dục đại học.
- Căn cứ Thông tư số 17/2021/TT - BGDĐT ngày 22/06/2021 của Bộ trưởng Bộ giáo dục và đào tạo quy định về chuẩn chương trình đào tạo; xây dựng, thẩm định và ban hành chương trình đào tạo các trình độ của giáo dục đại học
- Căn cứ Quyết định số 1982/QĐ - TTg ngày 18/10/2016 của Thủ tướng Chính phủ về phê duyệt Khung trình độ quốc gia Việt Nam.",I. GIỚI THIỆU CHƯƠNG TRÌNH,"Căn cứ xây dựng, điều chỉnh chương trình đào tạo:",,,"Logistics và quản lý chuỗi cung ứng > I. GIỚI THIỆU CHƯƠNG TRÌNH > Căn cứ xây dựng, điều chỉnh chương trình đào tạo:",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
553,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > II. MỤC TIÊU ĐÀO TẠO > 1.1. Mục tiêu chung
Chương trình đào tạo chuyên ngành Logistics và Quản lý Chuỗi cung ứng được xây dựng và triển khai nhằm mục tiêu đào tạo cử nhân ngành Khai thác vận tải có phẩm chất chính trị vững vàng, có ý thức tổ chức kỷ luật, đạo đức nghề nghiệp; nắm vững kiến thức cơ bản và chuyên sâu về chuyên ngành Logistics và Quản lý Chuỗi cung ứng, đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng khoa học công nghệ trong lĩnh vực chuyên ngành.

Sinh viên được cung cấp kiến thức cơ bản về lĩnh vực Logistics và Quản lý Chuỗi cung ứng, kiến thức chuyên sâu ngành logistics và quản trị chuỗi cung ứng, khả năng xây dựng mô hình và áp dụng các nguyên tắc của chuyên ngành vào thực tiễn. Có khả năng tham mưu tư vấn và có khả năng tổ chức thực hiện nhiệm vụ của một cử nhân trong lĩnh vực Logistics và Quản lý Chuỗi cung ứng.",II. MỤC TIÊU ĐÀO TẠO,1.1. Mục tiêu chung,,,Logistics và quản lý chuỗi cung ứng > II. MỤC TIÊU ĐÀO TẠO > 1.1. Mục tiêu chung,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
554,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > II. MỤC TIÊU ĐÀO TẠO > 1.2 Mục tiêu cụ thể > a. Kiến thức
Đào tạo ra những cử nhân cho các lĩnh vực liên quan đến Logistics và Quản lý Chuỗi cung ứng, nhằm nâng cao chất lượng đào tạo, đáp ứng yêu cầu nguồn nhân lực chất lượng cao, đáp ứng nhu cầu của người học; tạo môi trường giảng dạy, học tập, nghiên cứu tích cực; phù hợp với nhu cầu của xã hội và đáp ứng tiêu chuẩn nhân lực
quốc tế.

Trang bị cho người học những kiến thức nền tảng cơ bản để phát triển toàn diện; có khả năng áp dụng những nguyên lý kinh tế và quản trị cơ bản, kỹ năng thực hành cao và các kỹ năng chuyên môn để tham gia quản lý, điều hành, thực hành nghiệp vụ chuyên môn và xây dựng kế hoạch, định hướng phát triển doanh nghiệp theo từng thời kỳ.",II. MỤC TIÊU ĐÀO TẠO,1.2 Mục tiêu cụ thể,a. Kiến thức,,Logistics và quản lý chuỗi cung ứng > II. MỤC TIÊU ĐÀO TẠO > 1.2 Mục tiêu cụ thể > a. Kiến thức,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
555,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > II. MỤC TIÊU ĐÀO TẠO > 1.2 Mục tiêu cụ thể > b. Kỹ năng
Trang bị cho người học tư duy sáng tạo và khả năng làm việc độc lập, làm việc nhóm, có thể thích ứng với sự thay đổi và phát triển của khoa học công nghệ trong lĩnh vực ngành nói chung và chuyên ngành nói riêng.",II. MỤC TIÊU ĐÀO TẠO,1.2 Mục tiêu cụ thể,b. Kỹ năng,,Logistics và quản lý chuỗi cung ứng > II. MỤC TIÊU ĐÀO TẠO > 1.2 Mục tiêu cụ thể > b. Kỹ năng,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
556,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > II. MỤC TIÊU ĐÀO TẠO > 1.2 Mục tiêu cụ thể > c. Mức độ tự chủ và trách nhiệm
- Đào tạo người học có phẩm chất chính trị, đạo đức, tư cách và sức khoẻ tốt, nắm vững và thực hiện tốt đường lối chính sách của Đảng, pháp luật của Nhà nước, có ý thức phục vụ nhân dân, có sức khoẻ, đáp ứng yêu cầu xây dựng và bảo vệ Tổ quốc, đúng với định hướng của Đảng, Chính phủ trong chiến lược phát triển ngành và phù hợp với Qui hoạch đào tạo Nguồn nhân lực ngành Giao thông vận tải; từng bước hội nhập với giáo dục đại học khu vực và quốc tế.

- Có tính thần học tập, không ngừng trau dồi kiến thức chuyên môn và kỹ năng nghề nghiệp;

- Có ý thức tổ chức kỷ luật, tác phong công nghiệp và trách nhiệm với cộng đồng",II. MỤC TIÊU ĐÀO TẠO,1.2 Mục tiêu cụ thể,c. Mức độ tự chủ và trách nhiệm,,Logistics và quản lý chuỗi cung ứng > II. MỤC TIÊU ĐÀO TẠO > 1.2 Mục tiêu cụ thể > c. Mức độ tự chủ và trách nhiệm,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
557,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa > Kiến thức giáo dục đại cương
- Khối lượng kiến thức: 25 tín chỉ
- Tỷ lệ: 20.83%",III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO,1.2. Khối lượng kiến thức toàn khóa,Kiến thức giáo dục đại cương,,Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa > Kiến thức giáo dục đại cương,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
558,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa > Kiến thức cơ sở ngành
- Khối lượng kiến thức: 30 tín chỉ
- Tỷ lệ: 25.00%",III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO,1.2. Khối lượng kiến thức toàn khóa,Kiến thức cơ sở ngành,,Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa > Kiến thức cơ sở ngành,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
559,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa > Kiến thức chuyên ngành
- Khối lượng kiến thức: 65 tín chỉ
- Tỷ lệ: 54.17%",III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO,1.2. Khối lượng kiến thức toàn khóa,Kiến thức chuyên ngành,,Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa > Kiến thức chuyên ngành,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
560,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa > Tổng số tín chỉ:
120 tín chỉ",III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO,1.2. Khối lượng kiến thức toàn khóa,Tổng số tín chỉ:,,Logistics và quản lý chuỗi cung ứng > III. CHUẨN ĐẦU RA CHƯƠNG TRÌNH ĐÀO TẠO > 1.2. Khối lượng kiến thức toàn khóa > Tổng số tín chỉ:,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
561,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.1. Căn cứ thực hiện
- Quyết định số 607/QĐ-ĐHGTVT ngày 07/11/2017 của Hiệu trưởng Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh về việc ban hành Quy định về đào tạo đại học, cao đẳng chính quy theo hệ thống tín chỉ tại trường ĐH Giao thông vận tải thành phố Hồ Chí Minh;
- Quyết định số 202/QĐ-ĐHGTVT ngày 19/01/2018 của Hiệu trưởng Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh về việc ban hành quy định về đào tạo chất lượng cao;
- Quyết định số 63/QĐ-ĐHGTVT ngày 05/02/2018 của Hiệu trưởng Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh về việc ban hành Quy định chuẩn đầu ra ngoại ngữ đối với sinh viên chương trình chất lượng cao bậc đại học hệ chính quy;
- Quyết định số 828/QĐ-ĐHGTVT ngày 29/5/2015 của Hiệu trưởng Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh về việc ban hành Quy định về tổ chức dạy, học và đánh giá kết quả học tập môn học Giáo dục quốc phòng - an ninh tại Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh;
- Quyết định số 490/QĐ-ĐHGTVT ngày 06/6/2016 của Hiệu trưởng Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh về việc ban hành Quy định về chuẩn chương trình, tổ chức dạy, học và đánh giá kết quả học tập môn học Giáo dục thể chất;
- Quyết định số 1201/QĐ-ĐHGTVT ngày 31/12/2019 của Hiệu trưởng Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh về việc ban hành Quy định về nội dung giảng dạy, đánh giá học phần Tin học cơ bản kết hợp cấp chứng chỉ công nghệ thông tin tại Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh;
- Thông tư số 03/2014/TT-BTTTT ngày 11/3/2014 của Bộ trưởng Bộ Thông tin và Truyền thông qui định Chuẩn kỹ năng sử dụng công nghệ thông tin và Chứng chỉ Ứng dụng công nghệ thông tin cơ bản (quy định tại Thông tư liên tịch số 17/2016/TTLT–BGDĐT–BTTTT ngày 21/6/2016 của Bộ trưởng Bộ Giáo dục & Đào tạo và Bộ trưởng Bộ Thông tin & Truyền thông).","V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP",1.1. Căn cứ thực hiện,,,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.1. Căn cứ thực hiện",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
562,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [1].
Cho đến thời điểm xét tốt nghiệp không bị truy cứu trách nhiệm hình sự hoặc không đang trong thời gian bị kỷ luật ở mức đình chỉ học tập.","V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP",1.2. Điều kiện tốt nghiệp,[1].,,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [1].",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
563,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [2].
Tích lũy đủ số học phần và khối lượng của chương trình đào tạo được quy định. <br>","V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP",1.2. Điều kiện tốt nghiệp,[2].,,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [2].",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
564,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [3].
Điểm trung bình chung tích lũy của toàn khóa học đạt từ 2,00 trở lên. <br>","V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP",1.2. Điều kiện tốt nghiệp,[3].,,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [3].",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
565,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [4].
Nộp đầy đủ các văn bằng/ chứng chỉ (bản sao có chứng thực) có liên quan theo quy định, cụ thể như sau: <br>","V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP",1.2. Điều kiện tốt nghiệp,[4].,,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [4].",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
566,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [4]. > [4.1].
Chứng chỉ Giáo dục thể chất Chứng chỉ giáo dục thể chất theo Quyết định 490/ĐHGTVT-ĐT ngày 06/6/2016 của Hiệu trưởng Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh về chuẩn chương trình, tổ chức dạy, học và đánh giá kết quả học tập môn học giáo dục thể chất tại Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh. <br>","V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP",1.2. Điều kiện tốt nghiệp,[4].,[4.1].,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [4]. > [4.1].",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
