chunk_index,document_name,content,chapter_title,section_title,subsection_title,subsubsection_title,header_path,source_markdown,source_document,source_type,source_pdf,embedding_model,vector_dimensions
392,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5
TỔNG SỐ TÍN CHỈ: 15 TÍN CHỈ",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
393,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Lập trình mạng
- Mã học phần: 123013
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 124001, 123002",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,Lập trình mạng,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Lập trình mạng,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
394,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Lịch sử Đảng Cộng sản Việt Nam
- Mã học phần: 005108
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 005102

Sinh viên chọn tối thiểu 10 tín chỉ trong số các học phần sau:",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,Lịch sử Đảng Cộng sản Việt Nam,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Lịch sử Đảng Cộng sản Việt Nam,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
395,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Lập trình web
- Mã học phần: 121031
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 121000, 124001",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,Lập trình web,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Lập trình web,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
396,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Công nghệ phần mềm nhúng
- Mã học phần: 124008
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 124001, 125000",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,Công nghệ phần mềm nhúng,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Công nghệ phần mềm nhúng,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
397,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Lập trình Java
- Mã học phần: 122036
- Số tín chỉ: 2
- Loại học phần: Học phần tự chọn
- Học phần học trước: 122003, 123001",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,Lập trình Java,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Lập trình Java,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
398,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Mạng máy tính nâng cao
- Mã học phần: 123036
- Số tín chỉ: 2
- Loại học phần: Học phần tự chọn
- Học phần học trước: 123002",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,Mạng máy tính nâng cao,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Mạng máy tính nâng cao,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
399,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Mạng không dây
- Mã học phần: 123037
- Số tín chỉ: 2
- Loại học phần: Học phần tự chọn
- Học phần học trước: 123036
- Học phần tiên quyết: 123002",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,Mạng không dây,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Mạng không dây,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
400,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Kỹ thuật truyền số liệu
- Mã học phần: 125003
- Số tín chỉ: 2
- Loại học phần: Học phần tự chọn
- Học phần học trước: 123002",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,Kỹ thuật truyền số liệu,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Kỹ thuật truyền số liệu,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
401,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Hệ điều hành Linux
- Mã học phần: 123041
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 125001",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,Hệ điều hành Linux,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Hệ điều hành Linux,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
402,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Thiết kế mạng
- Mã học phần: 123032
- Số tín chỉ: 2
- Loại học phần: Học phần tự chọn
- Học phần học trước: 123002",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,Thiết kế mạng,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Thiết kế mạng,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
403,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Quản trị dự án CNTT
- Mã học phần: 123015
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 5,Quản trị dự án CNTT,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 5 > Quản trị dự án CNTT,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
404,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6
TỔNG SỐ TÍN CHỈ: 16 TÍN CHỈ",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 6,,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
405,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Chuyên đề hệ thống giao thông thông minh
- Mã học phần: 122038
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 124001, 121008",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 6,Chuyên đề hệ thống giao thông thông minh,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Chuyên đề hệ thống giao thông thông minh,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
406,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > An toàn thông tin
- Mã học phần: 123033
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 6,An toàn thông tin,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > An toàn thông tin,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
407,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Chuyên đề thực tế 2
- Mã học phần: 123042
- Số tín chỉ: 1
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 122043

Sinh viên chọn tối thiểu 9 tín chỉ trong số các học phần sau:",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 6,Chuyên đề thực tế 2,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Chuyên đề thực tế 2,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
408,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Thiết bị truyền thông và mạng
- Mã học phần: 123009
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 123036
- Học phần tiên quyết: 123002",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 6,Thiết bị truyền thông và mạng,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Thiết bị truyền thông và mạng,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
409,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Hệ quản trị cơ sở dữ liệu
- Mã học phần: 121003
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 121000",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 6,Hệ quản trị cơ sở dữ liệu,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Hệ quản trị cơ sở dữ liệu,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
410,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Lập trình thiết bị di động
- Mã học phần: 121034
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 121000, 124001, 122003",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 6,Lập trình thiết bị di động,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Lập trình thiết bị di động,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
411,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Quản trị dự án phần mềm
- Mã học phần: 122024
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 122005",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 6,Quản trị dự án phần mềm,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Quản trị dự án phần mềm,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
412,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Đồ án thực tế công nghệ phần mềm
- Mã học phần: 122039
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 124001, 122005",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 6,Đồ án thực tế công nghệ phần mềm,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Đồ án thực tế công nghệ phần mềm,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
413,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Quản trị mạng
- Mã học phần: 123005
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 123002",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 6,Quản trị mạng,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 6 > Quản trị mạng,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
414,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7
TỔNG SỐ TÍN CHỈ: 14 TÍN CHỈ",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 7,,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
415,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Thực tập tốt nghiệp
- Mã học phần: 126000
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc
- Học phần học trước: Tất cả các học phần bắt buộc

Sinh viên chọn tối thiểu 3 tín chỉ trong số học phần sau:",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 7,Thực tập tốt nghiệp,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Thực tập tốt nghiệp,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
416,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Hệ điều hành mạng
- Mã học phần: 123034
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 125001, 123002",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 7,Hệ điều hành mạng,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Hệ điều hành mạng,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
417,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Xây dựng hệ thống thông tin quản lý
- Mã học phần: 121035
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 124001, 121000",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 7,Xây dựng hệ thống thông tin quản lý,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Xây dựng hệ thống thông tin quản lý,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
418,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Xây dựng phần mềm hướng đối tượng
- Mã học phần: 122010
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn
- Học phần học trước: 122003, 122005

Sinh viên chọn tối thiểu 8 tín chỉ trong số học phần sau:",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 7,Xây dựng phần mềm hướng đối tượng,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Xây dựng phần mềm hướng đối tượng,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
419,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Thương mại điện tử
- Mã học phần: 124006
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 7,Thương mại điện tử,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Thương mại điện tử,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
420,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Luật Công nghệ thông tin
- Mã học phần: 124005
- Số tín chỉ: 2
- Loại học phần: Học phần tự chọn",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 7,Luật Công nghệ thông tin,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Luật Công nghệ thông tin,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
421,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Kỹ năng làm việc
- Mã học phần: 123016
- Số tín chỉ: 3
- Loại học phần: Học phần tự chọn",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 7,Kỹ năng làm việc,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Kỹ năng làm việc,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
422,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Internet vạn vật (IoT)
- Mã học phần: 124011
- Số tín chỉ: 2
- Loại học phần: Học phần tự chọn
- Học phần học trước: 124001",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 7,Internet vạn vật (IoT),,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 7 > Internet vạn vật (IoT),data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
